,bn_phrases,en_translated,Unnamed: 0
4496,"ন্যাশনাল ইউনিফাই হাই স্কুল, ","National Unifi High School,",
4497,"হামদর্দ ল্যাবরেটরিজ ওয়াকফ, ","Hamdard Laboratories Waqf,",
4498,"নবাবেরবাগ, ","Nawaberbagh,",
4499,পুরান বন্দর সড়ক,Old port road,
4500,"সড়ক ১বি, ","Road 1B,",
4501,"চর কাশেম, ","Char Kashem,",
4502,"গল্লামারী, ","Golmari,",
4503,"বোদা, ","Boda,",
4504,"চাঁড়ালখিল, ",Shawl,
4505,"এনআরবি গ্লোবাল ব্যাংক লিমিটেড, ","NRB Global Bank Limited,",
4506,"বিনিময় প্রাইম ফিলিং স্টেশন, ","Exchange Prime Filling Station,",
4507,"চানবাড়ি, ","Chanbari,",
4508,"সুমন টি স্টোর, ","Sumon Tea Store,",
4509,বাশতলা,Bosom,
4510,"গোয়াতলা এটিএস শশা বাজার, ","Goyatla ATS Shasha Bazar,",
4511,"স্বাধীনতা পার্ক, ","Freedom Park,",
4512,"কাজির বাজার, ","Kazi Bazar,",
4513,"আশার আলো শিশু শিক্ষা, ","Hope is the children's education,",
4514,"মোহাম্মদীয়া বেকারী, ","Mohammadiya Bakery,",
4515,"জাতীয় চিড়িয়াখানা, ","National Zoo,",
4516,"বাহারছড়া, ","Baharchara,",
4517,"স্মৃতিসৌধ, ","Monuments,",
4518,"প্রি-ক্যাডেট স্কুল সড়ক, ","Pre-Cadet School Road,",
4519,"বাহার মাইক এন্ড টেলিকম, ","Bahar Mike and Telecom,",
4520,"ইসলামি ব্যাংক বাংলাদেশ লিমিটেড, ","Islamic Bank Bangladesh Limited,",
4521,"গুলিয়ারপাড়া, ","Gulyarpara,",
4522,"শেখপাড়া, ","Sheikhpara,",
4523,"বাহিরদিয়া, ","Outdoors,",
4524,"গ‌নেশপুর ঈদগাহ মাঠ, ","Ganeshpur Eidgah Field,",
4525,"সেক্টর ২২, ","Sector 22,",
4526,"ঊদয়কাঠী লঞ্চ ঘাট, ","Edayakathi Launch Ghat,",
4527,"জয়পাড়া বাজার ব্রিজ, ","Jaipara Bazar Bridge,",
4528,"টাটকা ফাস্ট ফুড, ","Fresh Fast Food,",
4529,"সিলেট-বিয়ানীবাজার মহাসড়ক, ","Sylhet-Beanibazar highway,",
4530,"বাটাজোর মানিকদ্বারা সালেহা মফিজ জামে মসজিদ, ","Saleha Mofiz Jame Mosque,",
4531,"মহিলা কলেজ হোস্টেল, ","Women's College Hostel,",
4532,"দুমকি, ","Dumki,",
4533,"খিলগাও কমিউনিটি সেন্টার, ","Khilgaon Community Center,",
4534,কাকরাইল রোড,Kakrail Road,
4535,"সড়ক ৩২, ","Road 12,",
4536,"কার্জন হল মাঠ, ","Curzon Hall field,",
4537,"কেএফসি রেস্তোরাঁ, ","KFC Restaurant,",
4538,"হুলারহাট লঞ্চ ঘাট, ","Hularhat Launch Ghat,",
4539,"মাদলা, ","Madala,",
4540,"সেলিম আল দ্বীন মুক্তমঞ্চ, ","Selim al -Deen Muktancham,",
4541,"শিবগঞ্জ ক্লাব মার্কেট, ","Shibganj Club Market,",
4542,"উচঙ্গা, ","Uplifting,",
4543,"আশকোনা, ","Ashkona,",
4544,"পাঁচরুখি, ","Five o'clock,",
4545,"আইএবি সেন্টার, ","IAB Center,",
4546,"চান্দাইকোনা, ","Chandaikona,",
4547,"জাপান ইলেকট্রনিকস, ","Japan Electronics,",
4548,"নিরিবিলি ক্যাফে এন্ড ফুড কার্ট, ","Niribili Cafe & Food Cart,",
4549,"কদমতলী, ","Kadamtali,",
4550,"আসলাত খান জামে মসজিদ, ","Fast Khan Jame Mosque,",
4551,"বনানী বাস স্টেশন, ","Banani bus station,",
4552,"বাতাবড়িয়া, ","Atmosphere,",
4553,"মধ্য রসুলপুর ২ নং গলি, ","Mid Rasulpur No. 2 lane,",
4554,"সড়ক ১০এ, ","Road 1,",
4555,"পাটগ্রামের পুরাতন বাস স্ট্যান্ড, ","The old bus stand in Patgram,",
4556,"মাতৈন, ","Mataine,",
4557,"জনতা ব্যাঙ্ক, ","Janata Bank,",
4558,"পশ্চিম হাজি পাড়া, ","West Haji Para,",
4559,"ভৈরব বাস টারমিনাল, ","Bhairab bus terminal,",
4560,"বিজলি মহল্লা, ","Lightning Mahalla,",
4561,"সড়ক ১এ, ","Road 1,",
4562,"ঘাগড়া জামে মসজিদ গাগড়া জামে মসজিদ, ","Ghagara Jame Mosque Gagra Jame Mosque,",
4563,"জনতা এক্সেল, ","Janata Excel,",
4564,"শহীদ আব্দুর রব সেরনিয়াবাদ জাতীয় স্টেডিয়াম, ","Shaheed Abdur Rab Sarniabat National Stadium,",
4565,"বাবলু ভাইয়ের ভাতের হোটেল, ","Bablu brother's rice hotel,",
4566,"গোয়ালগাবা, ","Goalgaba,",
4567,মাঝ পাড়া ব্রিজ,Middle bridge,
4568,"হালিশহর সড়ক, ","Halishahar Road,",
4569,"বুড়িগঙ্গা ওয়াকওয়ে, ","Buriganga Walkway,",
4570,"হিরু জেনারেল ষ্টোর, ","Hiru General Store,",
4571,আনছু সড়ক,Road,
4572,"ডিমলা থানা, ","Dimla police station,",
4573,"পদ্মা ছাত্রাবাস, ","Padma hostel,",
4574,"নাজিরপুর সড়ক, ","Nazirpur Road,",
4575,"রাঙ্গামাটি, ","Rangamati,",
4576,"আইসিবি ইসলামী ব্যাংক লিমিটেড, ","ICB Islami Bank Limited,",
4577,"মক্কা রেস্তোরা, ","Mecca Restaurant,",
4578,"লামচর, ","Lamchar,",
4579,সোনাউল্লাহ-রমজানেরকান্দা সড়ক,Sonawallah-Ramjananda road,
4580,"আইন বিভাগ, ","Department of Law,",
4581,"আশরাফপুর, ","Ashrafpur,",
4582,"রহমান নগর, ","Rahman Nagar,",
4583,"আমানত মার্কেট, ","Deposit Market,",
4584,"জনতা ব্যাংক লিঃ, ","Janata Bank Ltd.,",
4585,"সংযুক্ত আরব আমিরাত দুতাবাস, ","The UAE Embassy Embassy,",
4586,"ইসলামী ব্যাংক লিমিটেড এটিএম, ","Islami Bank Ltd ATM,",
4587,"হুজুরপাড়া গলি, ","Hujurpara lane,",
4588,"সড়ক নং ২, ","Road No. 2,",
4589,"শহীদ সোহরাওয়ার্দী সরকারী কলেজ, ","Shaheed Suhrawardy Government College,",
4590,"নাজিম উদ্দিন সুপার মার্কেট, ","Nazim Uddin Super Market,",
4591,"দক্ষিণ কাফরুল, ","South Kafrul,",
4592,"তিতারকান্দি, ","Titarkandi,",
4593,বটতলা রোড,Batala Road,
4594,"মার্কাজ মসজিদ (০১নং হালকা), ","Markaz Mosque (Light No. 1),",
4595,"নিরাময় কর্নার, ","Heal corner,",
4596,"বানিয়াচো, ","Baniacho,",
4597,"পলাশী সড়ক, ","Palashi Road,",
4598,"ঘাসিপুরচর, ","Ghasipurchar,",
4599,"আজাহার ষ্টোর, ","Azhar Store,",
4600,"মিরপুর ১৪, ","Mirpur 1,",
4601,"ডিবুয়াপুর হাই স্কুল, ","Dibuapur High School,",
4602,"বামনারটেক, ","BamperTek,",
4603,"চারট ভাঙ্গা, ","Breaking four,",
4604,"রানা অটোমোবাইল, ","Rana Automobile,",
4605,"মনোহরদী দক্ষিনপাড়া সরকারী প্রাথমিক বিদ্যালয়, ","Manohardi Southpara Government Primary School,",
4606,"তফিরা, ","Tafira,",
4607,"খোলাবাড়িয়া জামে মসজিদ, ","Khulbariya Jame Mosque,",
4608,"মোল্লাহাট, ","Mollahat,",
4609,"এনায়েতনগর, ","Enayetanagar,",
4610,"মজিবুর ঘাট সড়ক, ","Mojibur Ghat Road,",
4611,"গোড়ান ছাপড়া মসজিদ, ","The Mosque Mosque,",
4612,"বটতৈল মোড় বাস স্টপ, ","Battail Mora bus stop,",
4613,"সামাদের হোটেল, ","Samad's hotel,",
4614,"সরিষাবাড়ি ঈদগাহ মাঠ, ","Mustardabari Eidgah Field,",
4615,"বাইতুর রহমান জা‌মে মস‌জিদ, ","Baitur Rahman Jame Mosque,",
4616,"বাগান বিলাস, পাহাড়ের চক, ","Garden luxury, hill chalk,",
4617,"বি.এম ইন্টারন্যাশনাল স্কুল, ","BM International School,",
4618,"বগুড়া জিলা স্কুল, ","Bogra Zilla School,",
4619,"বাসন্ডা সেতু, ","Basanda Bridge,",
4620,"পাইকদি, ","Pikedi,",
4621,"সিলেটি বাজার সড়ক, ","Sylhet Market Road,",
4622,"পূর্ব পাড়া জামে মসজিদ, ","East Para Jame Mosque,",
4623,"কালি মন্দির, ","The ink temple,",
4624,"খোলামোড়া সড়ক, ","Open road,",
4625,"বিশ্বনাথ উপজেলা স্বাস্থ্য কমপ্লেক্স, ","Vishwanath Upazila Health Complex,",
4626,"উত্তর শ্রীরামদী, ","North Sriramdi,",
4627,"জয়রামপুর, ","Jayarampur,",
4628,"পুরাতন বাজার মন্দির, ","The old market temple,",
4629,"আমনুরা, ","Amanura,",
4630,"পাইকড়া, ","Pikera,",
4631,"বামুন্দী, ","Bamundi,",
4632,"সড়ক নং ১৩, ","Road No. 1,",
4633,"মন্ডল বারী কালীমন্দির, ","Mandal Bari Kalim Temple,",
4634,সাতক্ষীরা বিশ্বরোড,Satkhira World Road,
4635,"গোলাপ শাহ মসজিদ, ","Golap Shah Mosque,",
4636,"শহীদ তাজউদ্দিন আহমেদ সরণী, ","Shaheed Tajuddin Ahmed Sarani,",
4637,"জমিদারবাড়ি মসজিদ, ","Zamindarbari Mosque,",
4638,"হাই স্কুল খেলার মাঠ, ","High school playground,",
4639,"আশা বেকারী, ","Hope is unemployed,",
4640,"বাংলা বাজার সড়ক, ","Bangla Market Road,",
4641,"তাজ লেন, ","Taj Lane,",
4642,"মেজবান, ","Hostess,",
4643,"সীতাকুণ্ড, ","Sitakunda,",
4644,"৩য় কলোনী, ","3rd Colony,",
4645,"মাদ্রাসা মারকাতুস সুন্নাহ তাহিয়্যাতুত তুল্লাহ, ","Madrasa Marakatus Sunnah Tahiyyat Tulah,",
4646,"নিরিবিলি রেস্টুরেন্ট, ","Nerbili restaurant,",
4647,"ভূমি অফিস, ","Land Office,",
4648,"খুবজীপুর, ","Toojipur,",
4649,"সবুজকানন, ","Green,",
4650,"এসএস ক‌ম্পিউটার, ","SS Camputer,",
4651,"বন্দর টিলা বাজার, ","Port Tila Market,",
4652,"সৈয়দ নজরুল ইসলাম সরণী, ","Syed Nazrul Islam Sarani,",
4653,"জোড়দিঘী বাজার, ","Jordighi Bazar,",
4654,"গালিমখান, ","Gulimakhan,",
4655,"শিলখুড়ী, ","Silkhuri,",
4656,"রূপনগর লেন, ","Rupnagar Lane,",
4657,"নিমতলা বাজার, ","Nimtala Bazar,",
4658,"নুরুল আমিন লেন, ","Nurul Amin Lane,",
4659,"রামপুরা সুপার মার্কেট, ","Rampura Super Market,",
4660,"বাপাউবো ক্রিকেট মাঠ, ","Bapawobo Cricket Field,",
4661,"বড়াল সেতু গবাদি পশু বাজার (সাপ্তাহিক), ","Baral bridge cattle market (weekly),",
4662,"সোনার পাড়া, ","Gold lap,",
4663,"হাজী মিজানুর রহমান গলি, ","Haji Mizanur Rahman Goli,",
4664,"নওগাঁ, ","Naogaon,",
4665,"বাংলাদেশ তার ও টেলিফোন লিমিটেড, ","Bangladesh and Telephone Limited,",
4666,"ফ্রন্ট রোড, ","Front Road,",
4667,"বিউটি স্টোর, ","Beauty store,",
4668,"আরশি নগর পার্ক, ","Arshi Nagar Park,",
4669,"বড়দৈল, ","Bardail,",
4670,"ঈগল পরিবহন, ","Eagle transport,",
4671,"রূপালী ব্যাংক ঢাকা সেনানিবাস কর্পোরেশন শাখা, ","Rupali Bank Dhaka Cantonment Branch,",
4672,"মাদ্রাসাতুন নুর আল ইসলামিয়া ঢাকা, ","Madrasatun Noor Al Islamia Dhaka,",
4673,"সরকারি ব্রজলাল কলেজ, ","Government Brazlal College,",
4674,"কাঁঠালতলি কলেজ, ","Kanthaltali College,",
4675,"ঢাকা বিশ্ববিদ্যালয়, ","Dhaka University,",
4676,"বাগেরহাট কলেজ, ","Bagerhat College,",
4677,ডেইলপাড়া রোড,Dailpara Road,
4678,বেকুটিয়া ফেরিঘাট রোড,Bacutia Ferighat Road,
